"","2.5%","25%","50%","75%","97.5%"
"beta[1]",25.8339306984992,43.7249070465355,52.3448470605475,62.7363334447027,91.2118925129356
"beta[2]",28.8773177947413,44.3867546053728,52.1873231503312,61.1565468171917,82.5123996433922
"beta[3]",32.8654607338922,48.2220257995744,57.3227429998648,68.4286257385217,96.1649067141534
"beta[4]",26.9009252754394,44.1207083362648,52.3522639692737,62.1051244582458,86.5537503429918
"beta[5]",15.028705671095,38.3839417143487,46.9356506519697,55.8553019141496,78.3840194444894
"beta[6]",19.904240983336,41.1075493163852,49.7282161099782,59.5596556632604,86.2953086524862
"beta[7]",29.6737423587041,45.4434829773937,53.7017272633626,63.4670754456101,86.9194575053194
"beta[8]",45.0991658028159,56.5159844248683,62.5557199630989,68.5189055048985,79.3956235492528
"beta[9]",41.8470103185486,49.7550568497713,53.9061727946828,58.042954914211,65.9901317800144
"beta[10]",33.3392364567963,39.149163038896,42.2594757118963,45.3872677554731,51.5052247237564
"beta[11]",22.9472244528901,28.7016923747748,31.6130539190718,34.6055685509826,40.636938595998
"beta[12]",36.1615739812348,44.2921344323609,48.4914248067525,52.8332060429746,61.3916929634453
"beta[13]",35.0789119290273,43.030676340953,47.142558054726,51.2906066921839,59.5188089802359
"intG[1]",-0.225553134371492,0.0348160555182701,0.157356551996491,0.28183927320055,0.549304083288991
"intG[2]",-0.508844601985367,-0.244849629997638,-0.119877539372917,0.00486228576652721,0.271909408751781
"intG[3]",-0.429974975195322,-0.169645410383863,-0.0478844510984526,0.0723003687671144,0.341218239446402
"intG[4]",-0.381557954747749,-0.116695150436028,0.0117617506853084,0.139831984397297,0.413633296239724
"intG[5]",-0.577451561300865,-0.308989517471358,-0.18360530440366,-0.0606453768216121,0.205877580987309
"intG[6]",-0.208551459689441,0.063315410998107,0.19280122718828,0.322358056933465,0.605741285936568
"intYr[1]",-5.99364266420722,-5.52635696115853,-5.30058912669149,-5.07269298495565,-4.59214862089134
"intYr[2]",-6.1576244515575,-5.64335883213842,-5.41699454369946,-5.19077813805794,-4.70715151003664
"intYr[3]",-6.03326971894453,-5.48852371986365,-5.24232044204517,-4.98717061239987,-4.39884112576786
"intYr[4]",-6.17667107181262,-5.57519275073995,-5.31609467656691,-5.05642768163821,-4.48455555734642
"intYr[5]",-6.62835650621455,-6.14168410563814,-5.91267372898153,-5.69516230258887,-5.29777521216334
"intYr[6]",-6.18975839295139,-5.78089612584332,-5.5853199537646,-5.40201198731543,-5.04489983492964
"intYr[7]",-5.85104099489993,-5.49566298168974,-5.31880427417433,-5.1470958082133,-4.81721043291021
"intYr[8]",-5.73743715394702,-5.38754264101474,-5.21288554120069,-5.04256718855476,-4.7046626902439
"intYr[9]",-5.87867961575058,-5.4937574159463,-5.31187532765841,-5.13095613183946,-4.76670075278536
"intYr[10]",-5.46955326316724,-5.10543996122385,-4.91771353063421,-4.73027654204189,-4.35670882467523
"intYr[11]",-6.14007601386241,-5.70301213535984,-5.50064602844738,-5.30490506583064,-4.92350291111439
"intYr[12]",-6.33583362863569,-5.81251244859147,-5.57126458755097,-5.34133748159272,-4.84807939834054
"intYr[13]",-6.53157028987298,-5.8841902864799,-5.61206531359633,-5.35803564890594,-4.80569439239324
"interceptMu",-5.85840108138101,-5.54950636051725,-5.40484703395498,-5.25920501916424,-4.9632691655514
"rain1",-0.150545992590663,0.184633100461521,0.333293124371845,0.483282989879034,0.795050470722307
"rain2",-0.138036759299,0.0830013950853442,0.180672953284804,0.277235970693653,0.488694551394739
"temp1",-0.429724288119841,-0.131743982107064,-0.00682173386753734,0.118054839143957,0.384469255182417
"temp2",-0.284296609054856,0.015218249234819,0.146984039218358,0.27747731933042,0.557988756854937
