"","Point est.","Upper C.I."
"betaSpp[1]",1.00014948093603,1.00038522760134
"betaSpp[2]",1.00002240095022,1.00006859194487
"betaSpp[3]",1.00037254030677,1.00093825377806
"betaSpp[4]",1.00046237669951,1.0015392866793
"intG[1,1]",1.00054320287062,1.00085805434477
"intG[2,1]",1.00006446964165,1.00015661574746
"intG[3,1]",1.00238725723648,1.00261073015744
"intG[4,1]",1.00045514871976,1.0006517389668
"intG[1,2]",1.00114443328255,1.00243580189459
"intG[2,2]",1.00009884379613,1.00030180286175
"intG[3,2]",1.00769467886918,1.00800387082428
"intG[4,2]",1.00002724736716,1.00012102263682
"intG[1,3]",1.00033401364565,1.00052569354084
"intG[2,3]",1.00013860455262,1.00025080799387
"intG[3,3]",1.00120241586645,1.00135689096101
"intG[4,3]",1.00009158790921,1.0000944189535
"intG[1,4]",1.00118697078369,1.00144309981717
"intG[2,4]",1.00004914805194,1.00007127232069
"intG[3,4]",1.01117679955942,1.01125189193433
"intG[4,4]",1.0001376433238,1.00014236209094
"intG[1,5]",1.00007484259154,1.00014087804638
"intG[2,5]",1.00036684253686,1.00039025914528
"intG[3,5]",1.00069449442637,1.00076063031
"intG[4,5]",1.00007669941355,1.00011105490045
"intG[1,6]",1.00054418776943,1.0006103348959
"intG[2,6]",1.00012605816731,1.00045163711584
"intG[3,6]",1.00072219795654,1.00074081862298
"intG[4,6]",1.0001298349376,1.00018391770123
"intercept[1]",1.00012419579633,1.0003544480376
"intercept[2]",1.00112195590956,1.00400895310562
"intercept[3]",1.00168751412192,1.0021034658198
"intercept[4]",1.00030062059769,1.00069713557236
"rain1[1]",1.00475085430586,1.01674251762594
"rain1[2]",1.00546090023408,1.0185168581567
"rain1[3]",1.00519457930325,1.01789902142348
"rain1[4]",1.00561051698686,1.01919671692394
"rain2[1]",1.00158409219351,1.00553650024968
"rain2[2]",1.0015951616342,1.00578122875319
"rain2[3]",1.00212915454044,1.00777899784708
"rain2[4]",1.00112974487916,1.0040779159758
"temp1[1]",1.0051765102925,1.01826578980272
"temp1[2]",1.00554109551422,1.01970211797534
"temp1[3]",1.00536393398951,1.01877333172324
"temp1[4]",1.00533991264229,1.01880762613216
"temp2[1]",1.00258836650146,1.00914523989871
"temp2[2]",1.00253545875641,1.00895896796814
"temp2[3]",1.00253539315683,1.00906895223621
"temp2[4]",1.00267189477792,1.00964189203767
