"","Mean","SD","Naive SE","Time-series SE","species"
"betaSpp[1]",1116.30962368104,586.999912822818,1.51562725772532,6.91120950687875,"BOGR"
"betaSpp[2]",1.25430386335194,0.3730875248538,0.000963307846957675,0.00344080884196672,"HECO"
"betaSpp[3]",271.873342936495,341.506234864802,0.881765306838252,1.45530656965525,"PASM"
"betaSpp[4]",2.40477046973112,1.0673933620304,0.00275599780999739,0.0165808474290568,"POSE"
"intG[1,1]",-0.000572257818233931,0.712194143097002,0.00183887737032077,0.00299070155549546,"BOGR"
"intG[2,1]",-0.0529021711785737,0.672672804258476,0.00173683371222648,0.00337585383664599,"HECO"
"intG[3,1]",-0.00453201309367762,0.698195783724926,0.00180273376183925,0.00304782648328803,"PASM"
"intG[4,1]",0.120282067730457,0.654661946963257,0.00169032987865628,0.00291346311909332,"POSE"
"intG[1,2]",0.00101322002581618,0.716780312110647,0.00185071880779593,0.00312529036266758,"BOGR"
"intG[2,2]",0.0610672242507193,0.768711357123013,0.00198480418945195,0.00310123638298541,"HECO"
"intG[3,2]",-0.000134879891838886,0.700460394179123,0.00180858096088908,0.00285956908095243,"PASM"
"intG[4,2]",-0.280012666656866,0.636767197560512,0.00164412583437535,0.00367590204668776,"POSE"
"intG[1,3]",-0.00166196021979915,0.709753987556117,0.0018325769158061,0.00304038169409745,"BOGR"
"intG[2,3]",0.145382597570101,0.651611120900183,0.0016824526796333,0.00331201906245075,"HECO"
"intG[3,3]",0.00151818971169625,0.70436849179265,0.00181867162553745,0.0028177280454348,"PASM"
"intG[4,3]",-0.197957077582699,0.636695418651127,0.00164394050202825,0.0030524894689504,"POSE"
"intG[1,4]",-0.00844365559062222,0.73140301323008,0.00188847445973735,0.003487813060654,"BOGR"
"intG[2,4]",0.352626964833151,0.74928861700844,0.00193465489011765,0.003912159295511,"HECO"
"intG[3,4]",-0.00398363185335039,0.711188107715103,0.00183627979813424,0.00313679843738238,"PASM"
"intG[4,4]",0.220788917025747,0.654794755876846,0.00169067278979665,0.0029839848978648,"POSE"
"intG[1,5]",0.00262473630033233,0.71861024576974,0.00185544367618682,0.00326427306408447,"BOGR"
"intG[2,5]",0.27368201453818,0.755717246084295,0.00195125353901747,0.00393146881276553,"HECO"
"intG[3,5]",-0.00188317376004149,0.695650751338231,0.0017961625164731,0.00288907100222621,"PASM"
"intG[4,5]",0.0544283039988617,0.660989671987982,0.00170666799441637,0.00277033343661889,"POSE"
"intG[1,6]",4.5354540755702e-06,0.723514347416453,0.0018681060121907,0.00378111575555138,"BOGR"
"intG[2,6]",-0.785375277339114,0.855910060973989,0.00220995027466909,0.00689872358151736,"HECO"
"intG[3,6]",-0.00193603699265565,0.709784174066379,0.00183265485704045,0.00310757657476152,"PASM"
"intG[4,6]",0.0906233440547729,0.657264782746467,0.00169705037175047,0.00281912036407252,"POSE"
"intercept[1]",530.451735540334,301.220314023927,0.777747506502692,3.44817356902563,"BOGR"
"intercept[2]",2.09891308176458,0.815852925852431,0.00210652319652071,0.00956913651746051,"HECO"
"intercept[3]",1185.31977282256,623.318142206869,1.60940052277077,3.7054076425134,"PASM"
"intercept[4]",-0.468880770823848,2.10400080094854,0.00543250670832051,0.034188565511559,"POSE"
"rain1[1]",-0.0130128626929871,7.05047959352433,0.01820426003233,0.799522876332532,"BOGR"
"rain1[2]",-0.623161550297964,1.33059346228685,0.00343557754667296,0.0498257842446268,"HECO"
"rain1[3]",-0.0849069620746754,5.66428384842827,0.0146251180087696,0.366946536455969,"PASM"
"rain1[4]",-0.397732980941278,1.3297036059715,0.00343327994754637,0.0543865953168119,"POSE"
"rain2[1]",-0.389476460345716,2.58810880317444,0.00668246819524494,0.0604203899326203,"BOGR"
"rain2[2]",-0.414003186067884,0.877786145999435,0.00226643408332494,0.0164793182799972,"HECO"
"rain2[3]",-0.297263121844027,2.66202657321798,0.00687332305682322,0.0714626486676594,"PASM"
"rain2[4]",-0.25116501775047,0.786579202788437,0.00203093876858182,0.0158124444075411,"POSE"
"temp1[1]",-0.814985966696908,3.63750330017724,0.00939199313557398,0.116653844254243,"BOGR"
"temp1[2]",-0.868196420598163,1.31553881689315,0.00339670661941105,0.0504562782750696,"HECO"
"temp1[3]",-0.949980291202728,3.93410888191719,0.0101578254545546,0.149759580722165,"PASM"
"temp1[4]",-1.07648043785315,1.46423106425185,0.00378062835123132,0.0580111259027847,"POSE"
"temp2[1]",-0.773510500773082,3.75377167233073,0.00969219678160138,0.195523217345871,"BOGR"
"temp2[2]",-0.615133430371076,1.1271165231653,0.00291020234896961,0.0337607419977506,"HECO"
"temp2[3]",-0.629900758403244,4.25307686644005,0.0109813972492416,0.217755629460667,"PASM"
"temp2[4]",-0.676926252705596,0.939959695441812,0.00242696549770156,0.0326606950531063,"POSE"
