"","Mean","SD","Naive SE","Time-series SE","species"
"beta[1,1]",0.120102321814549,0.0098898923628115,8.07506329997881e-05,0.000532880623898479,"BOGR"
"beta[2,1]",1.06613961056733,0.324838050064249,0.00265229157232689,0.0068537887824362,"HECO"
"beta[3,1]",1.67357866285778,0.326766748234416,0.00266803932694271,0.00746052145227368,"PASM"
"beta[4,1]",1.25599040489115,0.733852857282353,0.00599188348875084,0.0133075458709779,"POSE"
"beta[1,2]",0.0796492790530438,0.00463872471954315,3.78750287337191e-05,0.000169791627766955,"BOGR"
"beta[2,2]",1.04584856170936,0.241418185357064,0.00197117122917819,0.00573235061746883,"HECO"
"beta[3,2]",1.39280051769709,0.248150745952373,0.00202614235624777,0.0067917734561479,"PASM"
"beta[4,2]",1.60643090492566,0.723423750640873,0.00590673018960184,0.0199202733276546,"POSE"
"beta[1,3]",0.0847187269683666,0.00828357142907239,6.7635077497082e-05,0.000268157431390749,"BOGR"
"beta[2,3]",1.14969167441704,0.261726617136948,0.00213698888030098,0.00664952075010775,"HECO"
"beta[3,3]",2.21010836824222,0.516643507765136,0.00421837657648741,0.0137464958584276,"PASM"
"beta[4,3]",1.69892140185961,0.498471317814482,0.00407000126686062,0.0132643596467786,"POSE"
"beta[1,4]",0.212160644224859,0.0162681522225427,0.000132828906677179,0.00041362393342855,"BOGR"
"beta[2,4]",1.03626850621188,0.290696203375612,0.00237352456144858,0.00597641801189001,"HECO"
"beta[3,4]",2.29243885883207,0.522626590792291,0.00426722824483819,0.0149025208178909,"PASM"
"beta[4,4]",1.030127457273,0.160160320633119,0.0013077035419723,0.00461887654055845,"POSE"
"beta[1,5]",0.182464561908036,0.0424593795563091,0.00034667938236039,0.00121595247233184,"BOGR"
"beta[2,5]",0.834543330833403,0.303607837918094,0.00247894761602983,0.00425281748310245,"HECO"
"beta[3,5]",1.8169867890277,0.564824940050518,0.00461177632373955,0.00900092026624826,"PASM"
"beta[4,5]",0.935095839693701,0.131800409230859,0.00107614583501872,0.00300994479278549,"POSE"
"beta[1,6]",0.591470054067245,0.112488597677957,0.000918465553974065,0.00200935148392789,"BOGR"
"beta[2,6]",0.916763347592722,0.316458180774107,0.00258387022608667,0.00459304108643973,"HECO"
"beta[3,6]",2.22947893066467,0.587348921654028,0.00479568386342101,0.0115054947641386,"PASM"
"beta[4,6]",0.639005251452738,0.0659093065908538,0.000538147234827494,0.00154371244073242,"POSE"
"beta[1,7]",0.417762435500286,0.0486103914595615,0.000396902184242903,0.000957392954262079,"BOGR"
"beta[2,7]",0.952788856442698,0.240121677255905,0.00196058528486077,0.00377227926515154,"HECO"
"beta[3,7]",1.93526035148365,0.505935305704805,0.00413094447278598,0.00807231845528026,"PASM"
"beta[4,7]",0.213063687928538,0.0314020269997266,0.000256396476794769,0.000739687568727101,"POSE"
"beta[1,8]",0.368246265094191,0.0212859266594033,0.000173798863392811,0.000467198892776057,"BOGR"
"beta[2,8]",1.12393148911168,0.125483439750681,0.00102456799519481,0.00360458005421374,"HECO"
