"","Mean","SD","Naive SE","Time-series SE","species"
"dd[1]",-1.03233447159675,0.150375990693691,0.000388269138417403,0.00388804266963624,"BOGR"
"dd[2]",-1.35848601986949,0.170808743510267,0.000441026279334587,0.00194584202045217,"HECO"
"dd[3]",-4.28776050260177,0.291941186282682,0.000753788901696576,0.00402217756493823,"PASM"
"dd[4]",-1.68997745523126,0.159417333524139,0.000411613785223856,0.00174755891883901,"POSE"
"intG[1,1]",0.0418808769207315,0.276780834118659,0.000714645040727309,0.00302152350817098,"BOGR"
"intG[2,1]",-0.0873642795143057,0.294855616692832,0.000761313928658038,0.00191208325487958,"HECO"
"intG[3,1]",-0.0206840766722347,0.275797127249895,0.000712105120513793,0.00184179931876314,"PASM"
"intG[4,1]",-0.0129530497902437,0.28369840805907,0.000732506139838889,0.00181333421679231,"POSE"
"intG[5,1]",-0.176071032692037,0.315681127831108,0.000815085167201237,0.0016469234057114,"BOGR"
"intG[6,1]",0.253902204723421,0.284094295891868,0.000733528317827817,0.00297129422989329,"HECO"
"intG[1,2]",-0.140486294793829,0.236874423852927,0.000611607132483242,0.0021636627384813,"PASM"
"intG[2,2]",-0.098666068127469,0.251702627090692,0.000649893388612603,0.00188799260410145,"POSE"
"intG[3,2]",0.193710189246413,0.228370408700152,0.000589649859774846,0.0021210794140915,"BOGR"
"intG[4,2]",0.0354150038198674,0.240875026961498,0.000621936645292762,0.00235582933502478,"HECO"
"intG[5,2]",0.0839339236061925,0.245668425275117,0.000634313146519687,0.00190717758644708,"PASM"
"intG[6,2]",-0.0556630360032833,0.257823883465069,0.000665698404609822,0.00184228377231521,"POSE"
"intG[1,3]",0.0752360856415058,0.221594922236046,0.000572155628949555,0.00251866496821466,"BOGR"
"intG[2,3]",-0.0663299456920129,0.235503684931485,0.000608067899806746,0.00263904320775469,"HECO"
"intG[3,3]",0.0654303234667815,0.216981268234502,0.000560243225540793,0.00283858450149737,"PASM"
"intG[4,3]",-0.415622547021606,0.242871899869636,0.000627092548971237,0.00316361979363582,"POSE"
"intG[5,3]",0.0996513479715464,0.236557444320781,0.000610788694850516,0.00260211184516761,"BOGR"
"intG[6,3]",0.223562107952707,0.225776061779287,0.000582951284828984,0.00252596215329618,"HECO"
"intG[1,4]",-0.0557796549493802,0.237029721460158,0.000612008109180916,0.00276320464581548,"PASM"
"intG[2,4]",-0.0614399003051189,0.267683955687357,0.000691157001616039,0.00291606571326982,"POSE"
"intG[3,4]",0.420905717703466,0.239428770576357,0.000618202427363431,0.00273255900061101,"BOGR"
"intG[4,4]",-0.361708455343584,0.2698993846788,0.000696877214675081,0.00280683618822211,"HECO"
"intG[5,4]",0.0178834015787724,0.261013251467036,0.000673933317380854,0.00251953684306888,"PASM"
