"","Point est.","Upper C.I."
"dd[1]",1.00156251325739,1.00515938369654
"dd[2]",1.00060936866971,1.00211354069683
"dd[3]",1.00022035378061,1.00083659611602
"dd[4]",1.00041567973343,1.00136668965793
"intG[1,1]",1.00051583375572,1.00188928560406
"intG[2,1]",1.00015874210443,1.00059365854389
"intG[3,1]",1.00040299925929,1.00137530301121
"intG[4,1]",1.0005197922713,1.0017436599087
"intG[5,1]",1.00018564078697,1.00066596241179
"intG[6,1]",1.00084017507237,1.00287371854345
"intG[1,2]",1.00004882767416,1.00018031062785
"intG[2,2]",1.00003094592592,1.00005379276739
"intG[3,2]",1.00013961175724,1.00044451767869
"intG[4,2]",1.00004620280674,1.00017918605632
"intG[5,2]",1.00012336285807,1.0003633707758
"intG[6,2]",1.00002740963233,1.00009524938976
"intG[1,3]",1.00045597922315,1.00170627938023
"intG[2,3]",1.00020500307966,1.00068985686019
"intG[3,3]",1.00016829914638,1.00061842003773
"intG[4,3]",1.00012906311592,1.00044748965504
"intG[5,3]",1.00033505027724,1.00125477468798
"intG[6,3]",1.0005932958275,1.00214245164295
"intG[1,4]",1.00067241286449,1.00247767931694
"intG[2,4]",1.00052271917347,1.00191494098623
"intG[3,4]",1.00092683725541,1.00341597249921
"intG[4,4]",1.00052450351177,1.00191625464636
"intG[5,4]",1.00050631385866,1.00179440822706
"intG[6,4]",1.00070505504189,1.00255779267337
"intYr[1,1]",1.00140360511282,1.00509173758061
"intYr[2,1]",1.00153809412568,1.00545741685788
"intYr[3,1]",1.0009482222744,1.00255478932319
"intYr[4,1]",1.00075548856418,1.00107503500966
"intYr[5,1]",1.00124285639713,1.00366048060986
"intYr[6,1]",1.00112321211952,1.00314990292002
"intYr[7,1]",1.00152802199712,1.0050457467105
"intYr[8,1]",1.00253175061918,1.00842413455409
"intYr[9,1]",1.00208382869861,1.00684399752594
"intYr[10,1]",1.00159000579249,1.00501412329084
"intYr[11,1]",1.00104526603846,1.00310754178314
"intYr[12,1]",1.00137000120999,1.00438972586349
"intYr[13,1]",1.0011899294175,1.00393595143296
"intYr[1,2]",1.00087674341246,1.00308099252215
"intYr[2,2]",1.00069703874489,1.0024982491525
"intYr[3,2]",1.00215438571444,1.00631893944228
"intYr[4,2]",1.00116155442945,1.00338263752263
"intYr[5,2]",1.00105428130021,1.0033061131693
"intYr[6,2]",1.00080234807755,1.00269058480843
"intYr[7,2]",1.00012119505635,1.00042999205412
"intYr[8,2]",1.00068612395431,1.0025321696016
"intYr[9,2]",1.00057430806688,1.00209574456621
"intYr[10,2]",1.00038289597231,1.00142571177877
"intYr[11,2]",1.00019023326531,1.00041252117328
"intYr[12,2]",1.00044518122849,1.00146366095826
"intYr[13,2]",1.00076267339085,1.00221035991444
"intYr[1,3]",1.00036338386079,1.00131705239854
"intYr[2,3]",1.00075807081434,1.00275392273578
"intYr[3,3]",1.00131995981972,1.00451052281933
"intYr[4,3]",1.00122441122443,1.00430008391065
"intYr[5,3]",1.00046642851822,1.00134061856529
"intYr[6,3]",1.00042377171129,1.00145999778143
"intYr[7,3]",1.00021956458808,1.00082288923374
"intYr[8,3]",1.00030884070517,1.00115139443194
"intYr[9,3]",1.00054357695176,1.00197304517217
"intYr[10,3]",1.00008699198272,1.00020416221779
"intYr[11,3]",1.0003237060379,1.00121120414651
"intYr[12,3]",1.00029250622089,1.00089225034935
"intYr[13,3]",1.00024153703911,1.00063546640099
"intYr[1,4]",1.00070550585543,1.00257863373875
"intYr[2,4]",1.00078698446187,1.00291535173392
"intYr[3,4]",1.00135487941739,1.00472189978536
"intYr[4,4]",1.00096338536291,1.00355230110897
"intYr[5,4]",1.00087004510904,1.00319925535778
"intYr[6,4]",1.00083308442337,1.00307776850027
"intYr[7,4]",1.00114537917655,1.0041886717347
"intYr[8,4]",1.0008668236775,1.00306847133593
"intYr[9,4]",1.00080312802395,1.00291555176339
"intYr[10,4]",1.00074418671951,1.0027439013052
"intYr[11,4]",1.00068285552378,1.00244955143672
"intYr[12,4]",1.00028135971522,1.00103399296154
"intYr[13,4]",1.00060702884038,1.00217864463394
"intcpt.mu[1]",1.00194488087657,1.0056154495231
"intcpt.mu[2]",1.00019489965277,1.00064055647172
"intcpt.mu[3]",1.00008825073808,1.00034695125008
"intcpt.mu[4]",1.00122380165647,1.00444972457418
"rain1[1]",1.00222833933673,1.00704402501797
"rain1[2]",1.00273460698997,1.0087352686487
"rain1[3]",1.00250449031174,1.00792192773128
"rain1[4]",1.00302187717902,1.01099830385813
"rain2[1]",1.00068815225499,1.00254327022377
"rain2[2]",1.00014193928405,1.00025264984452
"rain2[3]",1.00038686453837,1.00050357543735
"rain2[4]",1.00016367087963,1.00042905114888
"temp1[1]",1.00251148737898,1.00921958378116
"temp1[2]",1.00186317686223,1.00624735609841
"temp1[3]",1.00124573824159,1.00429025953787
"temp1[4]",1.00228042295479,1.00837702666362
"temp2[1]",1.0029882422945,1.01095436029849
"temp2[2]",1.00170052278219,1.00576064591136
"temp2[3]",1.00180099098341,1.00602774366245
"temp2[4]",1.00363221402682,1.01300965751888
"theta[1]",1.00011784825532,1.00027954781474
"theta[2]",1.00002157620189,1.00007305008704
"theta[3]",1.00001119738896,1.00005157577528
"theta[4]",1.00003704721618,1.00015434642168
"u[1]",1.00028659072956,1.00107117497017
"u[2]",1.00035394022809,1.00053687830166
"u[3]",1.00040172421649,1.00056841380652
"u[4]",1.00047146291312,1.00096638821203
