"","W","X"
"1",0.234560655235333,1
"2",0.00483103057319269,2
"3",0.653524344713252,3
"4",0.0835998285018785,4
"5",0.314612247572422,5
"6",0.339537458901263,6
"7",0.745901407850225,7
"8",0.504218103931929,8
"9",0.233766482612415,9
"10",0.697493591228402,10
"11",0.703967634377282,11
"12",0.629119294005933,12
"13",0.748347978733531,13
"14",0.0043568352794172,14
"15",0.0386481210927212,15
"16",0.125385608780479,16
"17",0.666272251531295,17
"18",0.689999051039832,18
"19",0.676286953310377,19
"20",0.773834907406836,20
"21",8.36825160575583e-06,21
"22",0.182638822273896,22
"23",0.736941750119398,23
"24",0.0519494805799956,24
"25",0.510321471533588,25
"26",0.601061486819091,26
"27",0.773814629796331,27
"28",0.549875995738358,28
"29",0.306141286406668,29
"30",0.129808142770135,30
"31",0.482114452969902,31
"32",0.642727547871179,32
"33",0.234462414724757,33
"34",0.0427238981728541,34
"35",0.580519095557852,35
"36",0.506711795538168,36
"37",0.0469541817127888,37
"38",0.0689835557463457,38
"39",0.33276915625883,39
"40",0.60219342986483,40
"41",0.0467985204139,41
"42",0.117999687297871,42
"43",0.330590856177084,43
"44",1.89878725194537,44
"45",2.07203520522855,45
"46",1.29646656248649,46
"47",0.0136394821799839,47
"48",0.196509533511305,48
"49",1.24892554527729,49
"50",0.0811834462429097,50
"51",0.237974571467431,51
"52",2.48370506330429,52
"53",0.417830363438457,53
"54",0.520015428655282,54
"55",0.229447055850792,55
"56",0.48806720899941,56
"57",0.470391898194564,57
"58",0.230807947155888,58
"59",0.114827652401737,59
"60",0.201635044500291,60
"61",0.483932741003314,61
"62",0.40107176606144,62
"63",0.111743089200074,63
"64",0.0396527048979524,64
"65",0.182438540375904,65
"66",0.0980664535472271,66
"67",0.118632082997338,67
"68",0.732685410128319,68
"69",0.204787356531144,69
"70",0.060935504081008,70
"71",0.209628293673742,71
"72",0.126792886431103,72
"73",0.00049885473434502,73
"74",0.406402802951731,74
"75",0.147281688272648,75
"76",0.185008845123703,76
"77",0.151070919875417,77
"78",0.375861512869668,78
"79",0.52382836282491,79
"80",2.12352997863203e-06,80
"81",0.0106822283042406,81
"82",0.491346121163169,82
"83",0.185008255376405,83
"84",0.557998571240687,84
"85",0.215333973713024,85
"86",0.262923784961794,86
"87",0.387764488234595,87
"88",2.60359860199744,88
"89",0.201640059157382,89
"90",0.158242384891663,90
"91",0.241585842469496,91
"92",0.164683831013762,92
"93",0.0918781687853864,93
"94",0.316092607023864,94
"95",0.2045035000241,95
"96",0.0306823791097312,96
"97",0.729002426465337,97
"98",0.197210442000087,98
"99",0.200704256838709,99
"100",0.236588540010963,100
"101",0.0660514377729527,101
"102",1.02095612263918,102
"103",0.755773694630361,103
"104",0.00640221172251595,104
"105",0.192315190250875,105
"106",1.60610904014767,106
"107",0.00275765945024732,107
"108",0.409006124758037,108
"109",0.1542158074043,109
"110",0.0272910834323319,110
"111",0.389578780926485,111
"112",0.356443973468699,112
"113",0.152878585000284,113
"114",0.266669912931639,114
"115",0.129142685870568,115
"116",0.504781523447134,116
"117",0.487520781344331,117
"118",0.480253817326348,118
"119",0.484035324095923,119
"120",0.401839098861472,120
"121",1.52160327627467e-06,121
"122",0.422098034982141,122
"123",0.125254164905163,123
"124",0.465409451977335,124
"125",0.125765825723995,125
"126",0.0538485104525671,126
"127",0.116796303899928,127
"128",0.0205157705962173,128
"129",0.253186693779378,129
"130",0.424874546217731,130
"131",0.478438892831231,131
"132",0.438685611934906,132
"133",0.104554512399076,133
"134",0.000246788961839792,134
"135",1.50667770816902e-05,135
"136",0.00321176462772992,136
"137",0.000246884988337909,137
"138",4.66328120427278e-14,138
"139",0.0632205050721522,139
"140",1.76559181504962e-07,140
"141",0.00153902001064552,141
"142",0.0143201266520602,142
"143",0.215417064430237,143
"144",0.104554512399076,144
"145",0.0281694845538927,145
"146",0.215417133696292,146
"147",1.81265227065223e-09,147
"148",0.0496106042256291,148
"149",0.00122415169361103,149
"150",0.154328076037031,150
"151",0.122557658000664,151
"152",0.165103880290392,152
"153",2.09230314771092e-14,153
"154",0.0493670767525347,154
"155",1.42914712545847e-05,155
"156",0.142253720718063,156
"157",0.0182724310990109,157
"158",0.19658603343567,158
"159",0.49023145847161,159
"160",0.0608353908537592,160
"161",0.109282598569397,161
"162",0.242665239776881,162
"163",0.0281666191311149,163
"164",7.89859462741265e-19,164
"165",0.110086377802786,165
"166",0.00601111192762482,166
"167",0.0304194292329786,167
"168",5.30957983303113e-47,168
"169",5.30957983303113e-47,169
"170",0.282380935810056,170
"171",0.222953010241163,171
"172",0.00157660705774693,172
"173",0.474111166569221,173
"174",0.00157660705774693,174
"175",0.299864516895158,175
"176",0.333688917239219,176
"177",0.534451771787925,177
"178",3.75977446677387e-11,178
"179",0.343605044091096,179
"180",0.702291676406348,180
"181",0.167594877584051,181
"182",0.476415014267408,182
"183",0.551500493813549,183
"184",0.468687715661766,184
"185",0.503559721709258,185
"186",0.0587693816671451,186
"187",0.258972010076241,187
"188",0.181254111505448,188
"189",0.102389447938835,189
"190",0.470540600881335,190
"191",0.0679786682198531,191
"192",0.242043849407463,192
"193",0.404074996353363,193
"194",0.578645406452047,194
"195",0.452785872279471,195
"196",1.02561664880505,196
"197",0.655315998147497,197
"198",0.376402875810583,198
"199",0.419064407536545,199
"200",0.239422047656036,200
"201",0.638944942616293,201
"202",0.641984530346631,202
"203",0.904102591205128,203
"204",0.123190466275617,204
"205",0.401593602228239,205
"206",0.394668212458911,206
"207",0.498158537911629,207
"208",0.606687891353011,208
"209",0.197064207567056,209
"210",0.598922452759839,210
"211",0.563604184925568,211
"212",0.266497081373482,212
"213",0.561645538772467,213
"214",0.18816043595928,214
"215",0.053559486404648,215
"216",0.363433472483742,216
"217",0.911482040258624,217
"218",0.343652090522112,218
"219",0.716957492637552,219
"220",0.91301978283681,220
"221",0.294077736925446,221
"222",0.325879052277157,222
"223",0.521161766067651,223
"224",0.729770271413985,224
"225",0.511785377877611,225
"226",0.678501896229617,226
"227",0.475154681660516,227
"228",0.619358013949283,228
"229",0.501207034051374,229
"230",0.288895992488011,230
"231",0.248118400557436,231
"232",0.349983734819308,232
"233",0.536044318751873,233
"234",0.350205616816841,234
"235",0.297843857419339,235
"236",0.388131368982407,236
"237",0.305027097831352,237
"238",0.737292718883712,238
"239",0.0815339122456759,239
"240",0.808451960073901,240
"241",0.154683419397955,241
"242",0.202649091396041,242
"243",0.16991541224861,243
"244",0.564880826279179,244
"245",0.658507459155389,245
"246",1.13015965584638,246
"247",1.33538981098415,247
"248",1.49472569374017,248
"249",1.41667925975309,249
"250",1.4775051982033,250
"251",0.862201131786798,251
"252",0.331842764389319,252
"253",0.593543028705448,253
"254",1.10772892881486,254
"255",0.867139128027956,255
"256",1.05298761586428,256
"257",0.28929122472148,257
"258",1.51474465608271,258
"259",1.30860596520318,259
"260",1.20196337551443,260
"261",1.60430971837528,261
"262",0.797559224587844,262
"263",0.526728497296271,263
"264",1.36649820433561,264
"265",0.364632482172647,265
"266",0.723879403295788,266
"267",0.60889645476524,267
"268",0.471137932762534,268
"269",1.34333981976376,269
"270",0.697659671547392,270
"271",1.07751168683392,271
"272",1.41024884126464,272
"273",1.19660207469626,273
"274",0.804478020194021,274
"275",0.838808032119708,275
"276",1.24826627376447,276
"277",0.415685224682323,277
"278",1.80290955335951,278
"279",0.419381689953817,279
"280",0.327385556570833,280
"281",0.775310547964129,281
"282",1.29922381906367,282
"283",0.521582518794212,283
"284",1.03820843771916,284
"285",1.06296768876969,285
"286",0.49959313253399,286
"287",1.27633945615344,287
"288",1.33673567461437,288
"289",0.653902630879532,289
"290",0.766919727879477,290
"291",0.823173289948691,291
"292",0.608876432233932,292
"293",0.0197498349692862,293
"294",0.213873999311431,294
"295",1.09243321841561,295
"296",1.06443099397406,296
"297",0.567735357216733,297
"298",0.665153708152176,298
"299",1.04434477125356,299
"300",0.530114392017864,300
"301",0.481845228670351,301
"302",0.138943855844089,302
"303",0.13117381419526,303
"304",0.46043524588491,304
"305",1.10090443067414,305
"306",0.154331755813181,306
"307",0.73398550041166,307
"308",0.568087069086898,308
"309",0.714458217656218,309
"310",0.9038354837365,310
"311",0.678534308332044,311
"312",0.781179566555804,312
"313",0.810609870133436,313
"314",0.203933683112404,314
"315",2.37622133867566,315
"316",0.708462081753218,316
"317",0.567848031671587,317
"318",0.709689476605355,318
"319",0.19007198384283,319
"320",0.417675578826517,320
"321",0.742579714565798,321
"322",0.563989450385233,322
"323",1.07903411036484,323
"324",0.445998033424177,324
"325",1.09932918891609,325
"326",1.05483987853915,326
"327",0.309201087542495,327
"328",0.873150154760561,328
"329",0.514654474498351,329
"330",0.852705073355802,330
"331",0.00490295621729931,331
"332",1.04455170603433,332
"333",0.0675043351895359,333
"334",0.489766475763063,334
"335",0.543906552045323,335
"336",0.257006501322879,336
"337",1.20668607889291,337
"338",0.230086732617126,338
"339",1.52602649510027,339
"340",0.939998154515638,340
"341",0.63904369096098,341
"342",0.756073160652293,342
"343",0.415648871958681,343
"344",0.617180737295533,344
"345",1.89983039061791,345
"346",0.347819486210012,346
"347",0.721268441071762,347
"348",0.329583001969632,348
"349",0.181527440631895,349
"350",1.36118659436719,350
"351",1.92572886247058,351
"352",0.85078171645467,352
"353",0.807411264034733,353
"354",0.571610764889425,354
"355",0.267097483306207,355
"356",0.517869390540754,356
"357",0.34872310137784,357
"358",0.776709148340501,358
"359",0.44168231415877,359
"360",0.978736309283254,360
"361",1.52086514403757,361
"362",0.308498936944268,362
"363",0.357803126610072,363
"364",0.567492885848039,364
"365",0.323205507471216,365
"366",1.10599360522988,366
"367",1.14058581728037,367
"368",0.220251611030912,368
"369",0.284181979531408,369
"370",0.615601758285569,370
"371",0.521073656201968,371
"372",1.17628674717039,372
"373",1.49397423388561,373
"374",0.036112862293719,374
"375",0.737017825175839,375
"376",1.37188266732118,376
"377",0.384460985191048,377
"378",1.22665847583186,378
"379",0.843225609263763,379
"380",0.847967198155372,380
"381",1.24926689361078,381
"382",0.993764281029315,382
"383",0.2271732425853,383
"384",0.34236061864649,384
"385",1.2529417584476,385
"386",0.817810530912716,386
"387",1.35448994838648,387
"388",0.706038739396798,388
"389",1.28433448844907,389
"390",0.454915186642762,390
"391",1.29424005356114,391
"392",0.595891629410359,392
"393",0.912523036567797,393
"394",0.532979673638479,394
"395",0.411495045514599,395
"396",0.426940463929711,396
"397",0.4566759048302,397
"398",0.303990619064481,398
"399",0.729198961672872,399
"400",1.22614626430429,400
"401",1.04353479434508,401
"402",0.126401725641713,402
"403",0.535863248833934,403
"404",0.351868774603453,404
"405",0.564432791510526,405
"406",0.614607753467688,406
"407",0.645415472357142,407
"408",1.06835918072355,408
"409",0.322711542416857,409
"410",1.22067072979011,410
"411",0.718259320913283,411
"412",1.95935788049639,412
"413",0.388118123413396,413
"414",0.145503553962338,414
"415",0.15241926477505,415
"416",1.24868337531121,416
"417",0.416454586646919,417
"418",1.03673618123061,418
"419",1.29470417896783,419
"420",1.23344044571948,420
"421",0.386550490896657,421
"422",0.284604459920747,422
"423",0.520528475014898,423
"424",0.170392799508941,424
"425",0.69726274134897,425
"426",0.405406863597764,426
"427",0.631974304389035,427
"428",1.90828156771514,428
"429",1.3080598176482,429
"430",1.10929266402052,430
"431",0.239399295665842,431
"432",0.699420447919078,432
"433",0.882398636263842,433
"434",1.25505087557842,434
"435",0.592612283135373,435
"436",0.324461135487936,436
"437",1.14645741473235,437
"438",0.335325441962345,438
"439",0.420930337623944,439
"440",0.400926491114928,440
"441",0.0695245764995727,441
"442",0.791793323455466,442
"443",1.27764577404284,443
"444",0.414280565101481,444
"445",0.402980375924383,445
"446",3.20634982196616,446
"447",1.95698080926715,447
"448",0.484869957565104,448
"449",0.302411217327087,449
"450",0.486110596325539,450
"451",0.333308910094133,451
"452",1.42004234134196,452
"453",0.447359251091964,453
"454",0.551506669278081,454
"455",0.653906258928306,455
"456",0.181225634654391,456
"457",0.621719619427638,457
"458",0.55226174537258,458
"459",0.752539345599571,459
"460",1.68635973478598,460
"461",1.78252539287757,461
"462",1.12433720568227,462
"463",0.584855996708242,463
"464",0.759146212456048,464
"465",0.10535762899284,465
"466",0.301607815967809,466
"467",0.309099349052504,467
"468",0.256159127223171,468
"469",0.771241366625843,469
