"","quad","year","NRquad","totParea","recArea"
"1","a2",37,3,2.4650000119838,1.21703853363702
"2","a2",42,0,198.996600147408,0
"3","a2",43,2,334.548399853956,0.00597820823795026
"4","a2",44,0,555.118049765548,0
"5","a2",49,1,438.801249506785,0.0022789360812532
"6","a2",50,0,369.90880026954,0
"10","a4",23,0,0.749999981024302,0
"11","a4",24,0,2.05499998624902,0
"12","a4",25,0,11.0990000488693,0
"13","a4",26,0,20.2699999619112,0
"14","a4",27,0,73.5425000153587,0
"15","a4",28,0,95.1699999203975,0
"16","a4",29,0,79.8400000818621,0
"17","a4",30,0,2.88250000664964,0
"18","a4",31,0,7.19399996935995,0
"19","a4",35,10,6.75000006554183,1.48148146709644
"20","a4",36,1,67.7029999927413,0.0147703942234054
"21","a4",37,0,380.954999657073,0
"22","a4",42,0,309.504999797505,0
"23","a4",43,0,88.2049998740131,0
"24","a4",44,0,109.939000213386,0
"25","a4",49,0,12.3720000079805,0
"26","a5",15,0,27.9600000186684,0
"27","a5",16,0,40.6099999860604,0
"28","a5",17,0,42.5100000192854,0
"29","a5",23,4,8.95000002569286,0.446927373018677
"30","a5",24,5,23.954999997355,0.208724692154125
"31","a5",25,3,20.7549998596997,0.144543484475042
"32","a5",26,3,77.9400001084455,0.0384911469826252
"33","a5",27,2,118.615000160634,0.0168612738464064
"34","a5",28,0,189.76349984808,0
"35","a5",29,0,288.6965000439,0
"36","a5",30,0,164.205199975284,0
"37","a5",31,0,181.05190020435,0
"38","a5",32,0,343.608349817247,0
"39","a5",33,0,331.849400275655,0
"40","a5",34,181,50.2101999994787,3.60484523068777
"41","a5",35,2,59.0025002681673,0.0338968686226849
"42","a5",36,2,102.632150251438,0.0194870710113762
"43","a5",37,0,466.949899695006,0
"44","a5",42,0,521.999999835942,0
"45","a5",43,0,326.458999949568,0
"46","a5",44,0,371.545000024822,0
"47","a5",49,0,287.335000261394,0
"48","a5",50,0,197.004999955306,0
"53","ar4",26,0,12.3810000074676,0
"54","ar4",27,0,30.3699998942856,0
"55","ar4",28,0,11.4100000731158,0
"56","ar4",29,0,24.377200009755,0
"57","ar4",30,0,18.5399999465817,0
"58","ar4",31,0,17.9688999088029,0
"59","ar4",35,1,3.4800000011269,0.287356321746028
"60","ar4",36,0,15.7950000021793,0
"61","ar4",37,0,128.529999974153,0
"62","ar4",42,0,158.7049999803,0
"63","ar4",45,0,79.8199999473942,0
"64","ar4",46,0,88.2999998620827,0
"65","ar4",49,0,25.8150000780029,0
"66","ar4",50,0,9.07999997430481,0
"69","b1",15,2,414.834000168167,0.00482120558871556
"70","b1",18,0,88.7550000057136,0
"71","b1",19,0,93.2499999766587,0
"72","b1",20,0,95.4250000674393,0
"73","b1",21,0,101.23499999421,0
"74","b1",22,0,63.9815000139587,0
"75","b1",23,3,43.8899999422859,0.0683527000215291
"76","b1",24,0,107.186000244301,0
"77","b1",25,1,67.1299998752121,0.0148964695644108
"78","b1",26,0,272.270000185079,0
"79","b1",27,0,272.367499970242,0
"80","b1",28,0,246.539000007605,0
"81","b1",29,0,217.508549781457,0
"82","b1",30,0,184.236699936774,0
"83","b1",31,0,98.0749999593361,0
"84","b1",32,0,169.936500041524,0
"85","b1",33,0,145.993250219355,0
"86","b1",34,10,129.669999873773,0.0771188402077155
"87","b1",35,1,33.2700000358932,0.0300571084737347
"88","b1",36,3,24.1099999623117,0.124429697415576
"89","b1",37,3,75.4081000811717,0.0397835245387525
"90","b1",49,0,84.404999966179,0
"91","b1",50,0,32.1100000450248,0
"98","b2",19,0,1.62999998283805,0
"99","b2",20,0,4.23000001212815,0
"100","b2",21,0,2.0400000471063,0
"101","b2",22,1,3.60999995352235,0.277008313815705
"102","b2",23,1,1.88000002899673,0.531914885412876
"103","b2",24,0,9.09500004557893,0
"104","b2",25,0,4.13499994984362,0
"105","b2",26,0,11.0950000210735,0
"106","b2",27,0,13.5900000531948,0
"107","b2",28,0,15.9874999686028,0
