"","Mean","SD","Naive SE","Time-series SE","species"
"beta[1,1]",1.06801984117248,0.0447061226134658,0.000115430712236973,0.00044808058265438,"BOGR"
"beta[2,1]",0.531092859725529,0.0884353860729759,0.000228339184984039,0.000342506208187647,"HECO"
"beta[3,1]",0.553295983904448,0.0311879066005126,8.0526828577905e-05,8.16486971165678e-05,"PASM"
"beta[4,1]",0.456450217542688,0.121591828005566,0.000313948749933649,0.000495576029449846,"POSE"
"beta[1,2]",0.946751275594724,0.0324246771194542,8.37201563265325e-05,0.000313325212657284,"BOGR"
"beta[2,2]",0.697293345622994,0.097896071831364,0.000252766570574665,0.000638695740076896,"HECO"
"beta[3,2]",0.42081919061289,0.0217489082799129,5.61554397108635e-05,6.3303481602341e-05,"PASM"
"beta[4,2]",0.42525770402423,0.0928925937761271,0.000239847645787301,0.000455957259916648,"POSE"
"beta[1,3]",0.891069447159498,0.03475398996173,8.97344162240268e-05,0.000365505271129243,"BOGR"
"beta[2,3]",0.378202580684209,0.0876740143353365,0.000226373331610606,0.000523861554690263,"HECO"
"beta[3,3]",0.330387127470615,0.0291923159758036,7.53742357410081e-05,8.49160839423912e-05,"PASM"
"beta[4,3]",0.496625804520487,0.0804376297498512,0.000207689066953048,0.000369116368788143,"POSE"
"beta[1,4]",0.99778281490578,0.0289039352539651,7.46296399189761e-05,0.000194272522344743,"BOGR"
"beta[2,4]",0.617111739409329,0.0506764192034104,0.000130845951746823,0.000167726391344822,"HECO"
"beta[3,4]",0.487263530348097,0.0298386126912456,7.70429666847517e-05,0.000105146826221703,"PASM"
"beta[4,4]",0.842389915731921,0.0532666662483186,0.000137533940858484,0.000339411041058733,"POSE"
"beta[1,5]",0.646656089546048,0.0419834323511115,0.00010840075620832,0.000391150700209077,"BOGR"
"beta[2,5]",0.33434190765034,0.0836442126842788,0.000215968428488562,0.000263178892790356,"HECO"
"beta[3,5]",0.423487980282258,0.0351709706307508,9.08110556818988e-05,0.000126093805875054,"PASM"
"beta[4,5]",0.560930646461931,0.0462176255301127,0.000119333395986251,0.000227590022325964,"POSE"
"beta[1,6]",0.866668733103276,0.0441997740462876,0.000114123325858268,0.000151728325595926,"BOGR"
